index,fen,budget,kind,score,depth,nodes,bestmove
185,r3nb2/3k1pp1/2b1p2p/1p1p4/3P2P1/2BBPN2/4KP1P/2R5 b - - 1 26,200000,cp,128,9,152742,f7f6
185,r3nb2/3k1pp1/2b1p2p/1p1p4/3P2P1/2BBPN2/4KP1P/2R5 b - - 1 26,400000,cp,134,11,347223,f7f6
185,r3nb2/3k1pp1/2b1p2p/1p1p4/3P2P1/2BBPN2/4KP1P/2R5 b - - 1 26,1000000,cp,134,12,589074,f7f6
185,r3nb2/3k1pp1/2b1p2p/1p1p4/3P2P1/2BBPN2/4KP1P/2R5 b - - 1 26,2000000,cp,139,13,1097867,f7f6
186,8/8/2R3pk/5B1p/5n2/r7/5K2/8 w - - 0 78,20000,cp,-315,6,16463,f5e6
186,8/8/2R3pk/5B1p/5n2/r7/5K2/8 w - - 0 78,50000,cp,-315,6,16463,f5e6
186,8/8/2R3pk/5B1p/5n2/r7/5K2/8 w - - 0 78,100000,cp,-329,8,72401,f5c8
186,8/8/2R3pk/5B1p/5n2/r7/5K2/8 w - - 0 78,200000,cp,-326,9,128811,f5c8
186,8/8/2R3pk/5B1p/5n2/r7/5K2/8 w - - 0 78,400000,cp,-333,10,230118,f5c8
186,8/8/2R3pk/5B1p/5n2/r7/5K2/8 w - - 0 78,1000000,cp,-331,13,925246,f5c8
186,8/8/2R3pk/5B1p/5n2/r7/5K2/8 w - - 0 78,2000000,cp,-329,14,1291775,f5c8
187,7r/p2p1k1p/3Ppp2/2P4n/3P4/Pr3P1P/R2K1P1B/7R w - - 1 22,20000,cp,230,6,10989,d2e2
187,7r/p2p1k1p/3Ppp2/2P4n/3P4/Pr3P1P/R2K1P1B/7R w - - 1 22,50000,cp,219,8,36792,d2e2
187,7r/p2p1k1p/3Ppp2/2P4n/3P4/Pr3P1P/R2K1P1B/7R w - - 1 22,100000,cp,219,9,65747,d2e2
187,7r/p2p1k1p/3Ppp2/2P4n/3P4/Pr3P1P/R2K1P1B/7R w - - 1 22,200000,cp,193,11,165903,d2e2
187,7r/p2p1k1p/3Ppp2/2P4n/3P4/Pr3P1P/R2K1P1B/7R w - - 1 22,400000,cp,193,11,165903,d2e2
187,7r/p2p1k1p/3Ppp2/2P4n/3P4/Pr3P1P/R2K1P1B/7R w - - 1 22,1000000,cp,172,14,970693,d2e2
187,7r/p2p1k1p/3Ppp2/2P4n/3P4/Pr3P1P/R2K1P1B/7R w - - 1 22,2000000,cp,177,15,1415366,d2e2
188,2kr2r1/pp2bp1p/1qp1b3/3pP3/3N1Q2/1N1P2P1/PP5P/R4R1K b - - 8 15,20000,cp,36,6,19371,e6h3
188,2kr2r1/pp2bp1p/1qp1b3/3pP3/3N1Q2/1N1P2P1/PP5P/R4R1K b - - 8 15,50000,cp,79,7,35605,e7g5
188,2kr2r1/pp2bp1p/1qp1b3/3pP3/3N1Q2/1N1P2P1/PP5P/R4R1K b - - 8 15,100000,cp,4,8,80399,e7g5
188,2kr2r1/pp2bp1p/1qp1b3/3pP3/3N1Q2/1N1P2P1/PP5P/R4R1K b - - 8 15,200000,cp,-10,9,165737,e7g5
188,2kr2r1/pp2bp1p/1qp1b3/3pP3/3N1Q2/1N1P2P1/PP5P/R4R1K b - - 8 15,400000,cp,-1,10,343833,c6c5
188,2kr2r1/pp2bp1p/1qp1b3/3pP3/3N1Q2/1N1P2P1/PP5P/R4R1K b - - 8 15,1000000,cp,-5,11,525881,e7g5
188,2kr2r1/pp2bp1p/1qp1b3/3pP3/3N1Q2/1N1P2P1/PP5P/R4R1K b - - 8 15,2000000,cp,-8,12,1086351,c8d7
189,r2qrk2/pnp2Bpp/8/8/b2P1B2/4P1PP/Q4P2/5RK1 b - - 0 20,20000,cp,100,6,15637,e8e7
189,r2qrk2/pnp2Bpp/8/8/b2P1B2/4P1PP/Q4P2/5RK1 b - - 0 20,50000,cp,76,8,39837,e8e7
189,r2qrk2/pnp2Bpp/8/8/b2P1B2/4P1PP/Q4P2/5RK1 b - - 0 20,100000,cp,77,9,97920,e8e7
189,r2qrk2/pnp2Bpp/8/8/b2P1B2/4P1PP/Q4P2/5RK1 b - - 0 20,200000,cp,77,9,97920,e8e7
189,r2qrk2/pnp2Bpp/8/8/b2P1B2/4P1PP/Q4P2/5RK1 b - - 0 20,400000,cp,95,11,384883,e8e7
189,r2qrk2/pnp2Bpp/8/8/b2P1B2/4P1PP/Q4P2/5RK1 b - - 0 20,1000000,cp,69,12,975421,e8e7
189,r2qrk2/pnp2Bpp/8/8/b2P1B2/4P1PP/Q4P2/5RK1 b - - 0 20,2000000,cp,80,13,1598487,e8e7
190,r1bq1Bk1/p7/2pb2p1/3p3p/3P3n/2pB1P2/PP2Q1P1/R2KRN2 b - - 0 18,20000,cp,24,7,14003,c3b2
190,r1bq1Bk1/p7/2pb2p1/3p3p/3P3n/2pB1P2/PP2Q1P1/R2KRN2 b - - 0 18,50000,cp,34,8,31849,c3b2
190,r1bq1Bk1/p7/2pb2p1/3p3p/3P3n/2pB1P2/PP2Q1P1/R2KRN2 b - - 0 18,100000,cp,36,9,55224,c3b2
190,r1bq1Bk1/p7/2pb2p1/3p3p/3P3n/2pB1P2/PP2Q1P1/R2KRN2 b - - 0 18,200000,cp,57,11,176340,c3b2
190,r1bq1Bk1/p7/2pb2p1/3p3p/3P3n/2pB1P2/PP2Q1P1/R2KRN2 b - - 0 18,400000,cp,47,12,345877,c3b2
190,r1bq1Bk1/p7/2pb2p1/3p3p/3P3n/2pB1P2/PP2Q1P1/R2KRN2 b - - 0 18,1000000,cp,37,13,633720,c3b2
190,r1bq1Bk1/p7/2pb2p1/3p3p/3P3n/2pB1P2/PP2Q1P1/R2KRN2 b - - 0 18,2000000,cp,37,13,633720,c3b2
191,3r2k1/2p1q3/1pn2b2/p4bN1/P1Pn4/R2NBP2/1P4P1/2QK1B2 w - - 0 23,20000,cp,28,5,18564,e3f4
191,3r2k1/2p1q3/1pn2b2/p4bN1/P1Pn4/R2NBP2/1P4P1/2QK1B2 w - - 0 23,50000,cp,28,6,42901,g2g4
191,3r2k1/2p1q3/1pn2b2/p4bN1/P1Pn4/R2NBP2/1P4P1/2QK1B2 w - - 0 23,100000,cp,-4,7,97879,c4c5
191,3r2k1/2p1q3/1pn2b2/p4bN1/P1Pn4/R2NBP2/1P4P1/2QK1B2 w - - 0 23,200000,cp,20,8,147382,c4c5
191,3r2k1/2p1q3/1pn2b2/p4bN1/P1Pn4/R2NBP2/1P4P1/2QK1B2 w - - 0 23,400000,cp,31,9,220981,c4c5
191,3r2k1/2p1q3/1pn2b2/p4bN1/P1Pn4/R2NBP2/1P4P1/2QK1B2 w - - 0 23,1000000,cp,7,11,624352,c4c5
191,3r2k1/2p1q3/1pn2b2/p4bN1/P1Pn4/R2NBP2/1P4P1/2QK1B2 w - - 0 23,2000000,cp,7,11,624352,c4c5
192,8/6R1/3p1kp1/4p2p/4P2P/5KP1/2r5/8 w - - 44 55,20000,cp,-187,6,7324,g7d7
192,8/6R1/3p1kp1/4p2p/4P2P/5KP1/2r5/8 w - - 44 55,50000,cp,-187,8,30702,g7g8
192,8/6R1/3p1kp1/4p2p/4P2P/5KP1/2r5/8 w - - 44 55,100000,cp,-191,9,63423,g7g8
192,8/6R1/3p1kp1/4p2p/4P2P/5KP1/2r5/8 w - - 44 55,200000,cp,-182,13,192612,g7d7
192,8/6R1/3p1kp1/4p2p/4P2P/5KP1/2r5/8 w - - 44 55,400000,cp,-182,15,396939,g7d7
192,8/6R1/3p1kp1/4p2p/4P2P/5KP1/2r5/8 w - - 44 55,1000000,cp,-182,18,812721,g7d7
192,8/6R1/3p1kp1/4p2p/4P2P/5KP1/2r5/8 w - - 44 55,2000000,cp,-182,20,1764565,g7d7
193,6r1/3bB1kp/p2P4/5p1B/8/1P5P/P2r3P/4R2K w - - 7 40,20000,cp,170,8,17812,e1g1
193,6r1/3bB1kp/p2P4/5p1B/8/1P5P/P2r3P/4R2K w - - 7 40,50000,cp,163,9,31952,e1g1
193,6r1/3bB1kp/p2P4/5p1B/8/1P5P/P2r3P/4R2K w - - 7 40,100000,cp,327,11,79408,e1g1
193,6r1/3bB1kp/p2P4/5p1B/8/1P5P/P2r3P/4R2K w - - 7 40,200000,cp,394,12,156993,e1g1
193,6r1/3bB1kp/p2P4/5p1B/8/1P5P/P2r3P/4R2K w - - 7 40,400000,cp,394,12,156993,e1g1
193,6r1/3bB1kp/p2P4/5p1B/8/1P5P/P2r3P/4R2K w - - 7 40,1000000,cp,798,14,977544,e1g1
193,6r1/3bB1kp/p2P4/5p1B/8/1P5P/P2r3P/4R2K w - - 7 40,2000000,cp,913,17,1842974,e1g1
194,r2q1rk1/1b1p1p2/5n1p/1p2p1p1/4P3/3BB3/P3QPPP/1R3RK1 w - - 0 14,20000,cp,142,6,15932,b1b5
194,r2q1rk1/1b1p1p2/5n1p/1p2p1p1/4P3/3BB3/P3QPPP/1R3RK1 w - - 0 14,50000,cp,142,6,15932,b1b5
194,r2q1rk1/1b1p1p2/5n1p/1p2p1p1/4P3/3BB3/P3QPPP/1R3RK1 w - - 0 14,100000,cp,133,8,68339,b1b5
194,r2q1rk1/1b1p1p2/5n1p/1p2p1p1/4P3/3BB3/P3QPPP/1R3RK1 w - - 0 14,200000,cp,108,9,182837,b1b5
194,r2q1rk1/1b1p1p2/5n1p/1p2p1p1/4P3/3BB3/P3QPPP/1R3RK1 w - - 0 14,400000,cp,98,11,313030,b1b5
194,r2q1rk1/1b1p1p2/5n1p/1p2p1p1/4P3/3BB3/P3QPPP/1R3RK1 w - - 0 14,1000000,cp,119,13,814379,b1b5
194,r2q1rk1/1b1p1p2/5n1p/1p2p1p1/4P3/3BB3/P3QPPP/1R3RK1 w - - 0 14,2000000,cp,119,15,1809417,b1b5
195,5Q2/kp6/p3p3/4Nn2/Pp1pB1p1/1P1P3P/2q5/4R1K1 w - - 0 31,20000,cp,821,7,12483,f8b4
195,5Q2/kp6/p3p3/4Nn2/Pp1pB1p1/1P1P3P/2q5/4R1K1 w - - 0 31,50000,cp,820,9,48359,f8b4
195,5Q2/kp6/p3p3/4Nn2/Pp1pB1p1/1P1P3P/2q5/4R1K1 w - - 0 31,100000,cp,862,10,70144,f8b4
195,5Q2/kp6/p3p3/4Nn2/Pp1pB1p1/1P1P3P/2q5/4R1K1 w - - 0 31,200000,cp,925,12,160928,f8b4
195,5Q2/kp6/p3p3/4Nn2/Pp1pB1p1/1P1P3P/2q5/4R1K1 w - - 0 31,400000,cp,1003,13,362724,f8b4
195,5Q2/kp6/p3p3/4Nn2/Pp1pB1p1/1P1P3P/2q5/4R1K1 w - - 0 31,1000000,cp,1063,15,889491,f8b4
195,5Q2/kp6/p3p3/4Nn2/Pp1pB1p1/1P1P3P/2q5/4R1K1 w - - 0 31,2000000,cp,1072,16,1260973,f8b4
196,4r1k1/p2Q4/6p1/8/2pNqP2/2B5/PKN5/5r2 w - - 0 32,20000,cp,503,6,19537,d4c6
196,4r1k1/p2Q4/6p1/8/2pNqP2/2B5/PKN5/5r2 w - - 0 32,50000,cp,537,8,46866,d4c6
196,4r1k1/p2Q4/6p1/8/2pNqP2/2B5/PKN5/5r2 w - - 0 32,100000,cp,522,9,60785,d4c6
196,4r1k1/p2Q4/6p1/8/2pNqP2/2B5/PKN5/5r2 w - - 0 32,200000,cp,569,10,139167,d4c6
196,4r1k1/p2Q4/6p1/8/2pNqP2/2B5/PKN5/5r2 w - - 0 32,400000,cp,466,13,303690,d4c6
196,4r1k1/p2Q4/6p1/8/2pNqP2/2B5/PKN5/5r2 w - - 0 32,1000000,cp,430,15,640480,d4c6
196,4r1k1/p2Q4/6p1/8/2pNqP2/2B5/PKN5/5r2 w - - 0 32,2000000,cp,492,16,1704289,d4c6
197,8/3p3p/rPp5/5k2/1K2p2P/4B3/8/8 w - - 0 39,20000,cp,-232,6,13043,b6b7
197,8/3p3p/rPp5/5k2/1K2p2P/4B3/8/8 w - - 0 39,50000,cp,0,8,35014,b6b7
197,8/3p3p/rPp5/5k2/1K2p2P/4B3/8/8 w - - 0 39,100000,cp,0,11,95264,b6b7
197,8/3p3p/rPp5/5k2/1K2p2P/4B3/8/8 w - - 0 39,200000,cp,0,12,158742,b6b7
197,8/3p3p/rPp5/5k2/1K2p2P/4B3/8/8 w - - 0 39,400000,cp,0,13,280487,b6b7
197,8/3p3p/rPp5/5k2/1K2p2P/4B3/8/8 w - - 0 39,1000000,cp,0,14,629936,b6b7
197,8/3p3p/rPp5/5k2/1K2p2P/4B3/8/8 w - - 0 39,2000000,cp,0,15,1296579,b6b7
198,5r1k/p4bp1/1p1P3p/3pR3/P7/4B2P/1P2B1pK/8 b - - 0 30,20000,cp,-173,6,13937,f8d8
198,5r1k/p4bp1/1p1P3p/3pR3/P7/4B2P/1P2B1pK/8 b - - 0 30,50000,cp,-155,7,33228,f8d8
198,5r1k/p4bp1/1p1P3p/3pR3/P7/4B2P/1P2B1pK/8 b - - 0 30,100000,cp,-196,8,85447,d5d4
198,5r1k/p4bp1/1p1P3p/3pR3/P7/4B2P/1P2B1pK/8 b - - 0 30,200000,cp,-228,10,141560,d5d4
198,5r1k/p4bp1/1p1P3p/3pR3/P7/4B2P/1P2B1pK/8 b - - 0 30,400000,cp,-210,11,351193,f8d8
198,5r1k/p4bp1/1p1P3p/3pR3/P7/4B2P/1P2B1pK/8 b - - 0 30,1000000,cp,-294,13,857269,d5d4
198,5r1k/p4bp1/1p1P3p/3pR3/P7/4B2P/1P2B1pK/8 b - - 0 30,2000000,cp,-296,15,1660283,d5d4
199,8/pk1r4/1np5/R5Rp/7P/5b2/1P6/2K5 w - - 3 39,20000,cp,-247,6,15117,a5f5
199,8/pk1r4/1np5/R5Rp/7P/5b2/1P6/2K5 w - - 3 39,50000,cp,-241,7,20984,a5f5
199,8/pk1r4/1np5/R5Rp/7P/5b2/1P6/2K5 w - - 3 39,100000,cp,-233,9,91694,a5e5
199,8/pk1r4/1np5/R5Rp/7P/5b2/1P6/2K5 w - - 3 39,200000,cp,-233,9,91694,a5e5
199,8/pk1r4/1np5/R5Rp/7P/5b2/1P6/2K5 w - - 3 39,400000,cp,-261,10,206063,a5e5
199,8/pk1r4/1np5/R5Rp/7P/5b2/1P6/2K5 w - - 3 39,1000000,cp,-271,11,432346,a5f5
199,8/pk1r4/1np5/R5Rp/7P/5b2/1P6/2K5 w - - 3 39,2000000,cp,-292,13,1816026,c1b1
200,4r3/1k6/2b3Q1/1pq5/4p1pP/6P1/1RP3BK/4B3 w - - 5 38,20000,cp,332,5,16746,g6g4
200,4r3/1k6/2b3Q1/1pq5/4p1pP/6P1/1RP3BK/4B3 w - - 5 38,50000,cp,357,6,48454,g6g4
200,4r3/1k6/2b3Q1/1pq5/4p1pP/6P1/1RP3BK/4B3 w - - 5 38,100000,cp,357,6,48454,g6g4
200,4r3/1k6/2b3Q1/1pq5/4p1pP/6P1/1RP3BK/4B3 w - - 5 38,200000,cp,343,7,112343,g6g4
200,4r3/1k6/2b3Q1/1pq5/4p1pP/6P1/1RP3BK/4B3 w - - 5 38,400000,cp,370,8,206916,g6g4
200,4r3/1k6/2b3Q1/1pq5/4p1pP/6P1/1RP3BK/4B3 w - - 5 38,1000000,cp,405,10,932211,g6g4
200,4r3/1k6/2b3Q1/1pq5/4p1pP/6P1/1RP3BK/4B3 w - - 5 38,2000000,cp,414,11,1465018,g6g4
201,3r2k1/6p1/4r3/3n1pq1/2Q1p3/1P4P1/P2P2P1/R4N1K w - - 1 31,20000,cp,-341,6,12736,f1e3
201,3r2k1/6p1/4r3/3n1pq1/2Q1p3/1P4P1/P2P2P1/R4N1K w - - 1 31,50000,cp,-341,6,12736,f1e3
201,3r2k1/6p1/4r3/3n1pq1/2Q1p3/1P4P1/P2P2P1/R4N1K w - - 1 31,100000,cp,-392,7,75119,a2a4
201,3r2k1/6p1/4r3/3n1pq1/2Q1p3/1P4P1/P2P2P1/R4N1K w - - 1 31,200000,cp,-390,8,113448,a2a4
201,3r2k1/6p1/4r3/3n1pq1/2Q1p3/1P4P1/P2P2P1/R4N1K w - - 1 31,400000,cp,-390,9,258630,h1g1
201,3r2k1/6p1/4r3/3n1pq1/2Q1p3/1P4P1/P2P2P1/R4N1K w - - 1 31,1000000,cp,-396,11,834900,h1g1
201,3r2k1/6p1/4r3/3n1pq1/2Q1p3/1P4P1/P2P2P1/R4N1K w - - 1 31,2000000,cp,-403,12,1546040,a2a4
202,r2q1rk1/1p2bbpp/2n5/p1pnpp2/P7/N2PPP1N/1P1BB1PP/R2QK2R w - - 12 11,20000,cp,-98,5,10154,a3c4
202,r2q1rk1/1p2bbpp/2n5/p1pnpp2/P7/N2PPP1N/1P1BB1PP/R2QK2R w - - 12 11,50000,cp,-99,7,44926,a3c4
202,r2q1rk1/1p2bbpp/2n5/p1pnpp2/P7/N2PPP1N/1P1BB1PP/R2QK2R w - - 12 11,100000,cp,-99,8,70391,a3c4
202,r2q1rk1/1p2bbpp/2n5/p1pnpp2/P7/N2PPP1N/1P1BB1PP/R2QK2R w - - 12 11,200000,cp,-96,9,153243,a3c4
202,r2q1rk1/1p2bbpp/2n5/p1pnpp2/P7/N2PPP1N/1P1BB1PP/R2QK2R w - - 12 11,400000,cp,-99,10,340967,a3c4
202,r2q1rk1/1p2bbpp/2n5/p1pnpp2/P7/N2PPP1N/1P1BB1PP/R2QK2R w - - 12 11,1000000,cp,-98,11,711186,a3c4
202,r2q1rk1/1p2bbpp/2n5/p1pnpp2/P7/N2PPP1N/1P1BB1PP/R2QK2R w - - 12 11,2000000,cp,-95,12,1528431,a3c4
203,r1b2rk1/1pq1bppp/5n2/pBn1p3/N3P3/P4PP1/1BPQN2P/R3K2R b KQ - 2 12,20000,cp,141,6,14721,f8d8
203,r1b2rk1/1pq1bppp/5n2/pBn1p3/N3P3/P4PP1/1BPQN2P/R3K2R b KQ - 2 12,50000,cp,149,7,41715,f8d8
203,r1b2rk1/1pq1bppp/5n2/pBn1p3/N3P3/P4PP1/1BPQN2P/R3K2R b KQ - 2 12,100000,cp,174,9,92504,f8d8
203,r1b2rk1/1pq1bppp/5n2/pBn1p3/N3P3/P4PP1/1BPQN2P/R3K2R b KQ - 2 12,200000,cp,174,9,92504,f8d8
203,r1b2rk1/1pq1bppp/5n2/pBn1p3/N3P3/P4PP1/1BPQN2P/R3K2R b KQ - 2 12,400000,cp,156,10,211305,f8d8
203,r1b2rk1/1pq1bppp/5n2/pBn1p3/N3P3/P4PP1/1BPQN2P/R3K2R b KQ - 2 12,1000000,cp,137,12,649540,f8d8
203,r1b2rk1/1pq1bppp/5n2/pBn1p3/N3P3/P4PP1/1BPQN2P/R3K2R b KQ - 2 12,2000000,cp,123,13,1373612,f8d8
204,3qk1nr/r4pp1/p1nbb3/1ppp4/3P3P/2N1P3/PPP2Q2/R1B1KBNR b k - 3 9,20000,cp,138,4,9271,b5b4
204,3qk1nr/r4pp1/p1nbb3/1ppp4/3P3P/2N1P3/PPP2Q2/R1B1KBNR b k - 3 9,50000,cp,132,6,45235,b5b4
204,3qk1nr/r4pp1/p1nbb3/1ppp4/3P3P/2N1P3/PPP2Q2/R1B1KBNR b k - 3 9,100000,cp,132,8,97766,b5b4
204,3qk1nr/r4pp1/p1nbb3/1ppp4/3P3P/2N1P3/PPP2Q2/R1B1KBNR b k - 3 9,200000,cp,132,8,97766,b5b4
204,3qk1nr/r4pp1/p1nbb3/1ppp4/3P3P/2N1P3/PPP2Q2/R1B1KBNR b k - 3 9,400000,cp,146,10,377580,b5b4
204,3qk1nr/r4pp1/p1nbb3/1ppp4/3P3P/2N1P3/PPP2Q2/R1B1KBNR b k - 3 9,1000000,cp,150,12,776410,b5b4
204,3qk1nr/r4pp1/p1nbb3/1ppp4/3P3P/2N1P3/PPP2Q2/R1B1KBNR b k - 3 9,2000000,cp,146,13,1470233,b5b4
205,1q6/6pk/6rp/3Q1B2/p4P1P/P2P2P1/1r3P1K/R7 w - - 1 30,20000,cp,340,5,6146,f5g6
205,1q6/6pk/6rp/3Q1B2/p4P1P/P2P2P1/1r3P1K/R7 w - - 1 30,50000,cp,689,9,49935,h4h5
205,1q6/6pk/6rp/3Q1B2/p4P1P/P2P2P1/1r3P1K/R7 w - - 1 30,100000,cp,711,10,74540,h4h5
205,1q6/6pk/6rp/3Q1B2/p4P1P/P2P2P1/1r3P1K/R7 w - - 1 30,200000,cp,735,12,166299,h4h5
205,1q6/6pk/6rp/3Q1B2/p4P1P/P2P2P1/1r3P1K/R7 w - - 1 30,400000,cp,735,12,166299,h4h5
205,1q6/6pk/6rp/3Q1B2/p4P1P/P2P2P1/1r3P1K/R7 w - - 1 30,1000000,cp,810,14,940322,h4h5
205,1q6/6pk/6rp/3Q1B2/p4P1P/P2P2P1/1r3P1K/R7 w - - 1 30,2000000,cp,840,16,1863083,h4h5
206,5rk1/p4p2/3b2pQ/1p4P1/3p4/P4b1P/1q3P2/R3B1K1 w - - 0 24,20000,cp,-781,6,6545,a1d1
206,5rk1/p4p2/3b2pQ/1p4P1/3p4/P4b1P/1q3P2/R3B1K1 w - - 0 24,50000,cp,-907,7,32511,a1d1
206,5rk1/p4p2/3b2pQ/1p4P1/3p4/P4b1P/1q3P2/R3B1K1 w - - 0 24,100000,cp,-947,8,61746,e1c3
206,5rk1/p4p2/3b2pQ/1p4P1/3p4/P4b1P/1q3P2/R3B1K1 w - - 0 24,200000,cp,-1061,9,176887,a1d1
206,5rk1/p4p2/3b2pQ/1p4P1/3p4/P4b1P/1q3P2/R3B1K1 w - - 0 24,400000,cp,-1103,11,305189,a1d1
206,5rk1/p4p2/3b2pQ/1p4P1/3p4/P4b1P/1q3P2/R3B1K1 w - - 0 24,1000000,cp,-1196,13,839613,a1d1
206,5rk1/p4p2/3b2pQ/1p4P1/3p4/P4b1P/1q3P2/R3B1K1 w - - 0 24,2000000,cp,-1298,15,1979170,a1d1
207,2rqkb1r/pb3p2/2n2p2/2p5/Q2p3B/3P2PP/PP2PPB1/R3K1NR b KQk - 0 10,20000,cp,-53,5,11139,f8e7
207,2rqkb1r/pb3p2/2n2p2/2p5/Q2p3B/3P2PP/PP2PPB1/R3K1NR b KQk - 0 10,50000,cp,-61,7,33450,f8e7
207,2rqkb1r/pb3p2/2n2p2/2p5/Q2p3B/3P2PP/PP2PPB1/R3K1NR b KQk - 0 10,100000,cp,-50,8,99829,f8e7
207,2rqkb1r/pb3p2/2n2p2/2p5/Q2p3B/3P2PP/PP2PPB1/R3K1NR b KQk - 0 10,200000,cp,-50,8,99829,f8e7
207,2rqkb1r/pb3p2/2n2p2/2p5/Q2p3B/3P2PP/PP2PPB1/R3K1NR b KQk - 0 10,400000,cp,-68,10,373043,d8b6
207,2rqkb1r/pb3p2/2n2p2/2p5/Q2p3B/3P2PP/PP2PPB1/R3K1NR b KQk - 0 10,1000000,cp,-68,10,373043,d8b6
207,2rqkb1r/pb3p2/2n2p2/2p5/Q2p3B/3P2PP/PP2PPB1/R3K1NR b KQk - 0 10,2000000,cp,-83,12,1756129,f8e7
208,7k/2r4p/2q2p2/8/6Q1/1N4P1/1K3P1P/8 w - - 4 34,20000,cp,-191,7,16602,g4d4
208,7k/2r4p/2q2p2/8/6Q1/1N4P1/1K3P1P/8 w - - 4 34,50000,cp,-229,8,39667,g4d4
208,7k/2r4p/2q2p2/8/6Q1/1N4P1/1K3P1P/8 w - - 4 34,100000,cp,-217,9,75790,g4d4
208,7k/2r4p/2q2p2/8/6Q1/1N4P1/1K3P1P/8 w - - 4 34,200000,cp,-226,10,167449,g4d4
208,7k/2r4p/2q2p2/8/6Q1/1N4P1/1K3P1P/8 w - - 4 34,400000,cp,-233,12,364105,g4d4
208,7k/2r4p/2q2p2/8/6Q1/1N4P1/1K3P1P/8 w - - 4 34,1000000,cp,-254,14,665398,g4d4
208,7k/2r4p/2q2p2/8/6Q1/1N4P1/1K3P1P/8 w - - 4 34,2000000,cp,-246,16,1629197,g4d4
209,1B6/1p1k4/p7/2p5/8/PP4P1/6P1/1b3K2 b - - 1 32,20000,cp,23,7,8967,b1a2
209,1B6/1p1k4/p7/2p5/8/PP4P1/6P1/1b3K2 b - - 1 32,50000,cp,23,7,8967,b1a2
209,1B6/1p1k4/p7/2p5/8/PP4P1/6P1/1b3K2 b - - 1 32,100000,cp,-35,10,97887,b1a2
209,1B6/1p1k4/p7/2p5/8/PP4P1/6P1/1b3K2 b - - 1 32,200000,cp,-32,11,165675,b1a2
209,1B6/1p1k4/p7/2p5/8/PP4P1/6P1/1b3K2 b - - 1 32,400000,cp,-32,11,165675,b1a2
209,1B6/1p1k4/p7/2p5/8/PP4P1/6P1/1b3K2 b - - 1 32,1000000,cp,-35,13,961061,b7b5
209,1B6/1p1k4/p7/2p5/8/PP4P1/6P1/1b3K2 b - - 1 32,2000000,cp,-22,14,1459636,b7b5
210,8/3nkp2/p6R/2q3p1/1b6/4PB1P/p3NPP1/B4K1R b - - 4 24,20000,cp,9,6,9492,c5c2
210,8/3nkp2/p6R/2q3p1/1b6/4PB1P/p3NPP1/B4K1R b - - 4 24,50000,cp,-106,7,41593,c5c2
210,8/3nkp2/p6R/2q3p1/1b6/4PB1P/p3NPP1/B4K1R b - - 4 24,100000,cp,-106,7,41593,c5c2
210,8/3nkp2/p6R/2q3p1/1b6/4PB1P/p3NPP1/B4K1R b - - 4 24,200000,cp,-92,9,140211,a6a5
210,8/3nkp2/p6R/2q3p1/1b6/4PB1P/p3NPP1/B4K1R b - - 4 24,400000,cp,-68,10,280925,a6a5
210,8/3nkp2/p6R/2q3p1/1b6/4PB1P/p3NPP1/B4K1R b - - 4 24,1000000,cp,-62,11,439677,d7e5
210,8/3nkp2/p6R/2q3p1/1b6/4PB1P/p3NPP1/B4K1R b - - 4 24,2000000,cp,-64,13,1659845,d7e5
211,r7/pppq1pk1/2np3p/b7/2P1rPb1/N3P3/P2PN1RP/R2Q2K1 w - - 0 15,20000,cp,-130,6,15941,h2h3
211,r7/pppq1pk1/2np3p/b7/2P1rPb1/N3P3/P2PN1RP/R2Q2K1 w - - 0 15,50000,cp,-111,8,43812,h2h3
211,r7/pppq1pk1/2np3p/b7/2P1rPb1/N3P3/P2PN1RP/R2Q2K1 w - - 0 15,100000,cp,-88,9,83360,h2h3
211,r7/pppq1pk1/2np3p/b7/2P1rPb1/N3P3/P2PN1RP/R2Q2K1 w - - 0 15,200000,cp,-76,10,183827,h2h3
211,r7/pppq1pk1/2np3p/b7/2P1rPb1/N3P3/P2PN1RP/R2Q2K1 w - - 0 15,400000,cp,-87,11,272841,h2h3
211,r7/pppq1pk1/2np3p/b7/2P1rPb1/N3P3/P2PN1RP/R2Q2K1 w - - 0 15,1000000,cp,-75,12,475103,h2h3
211,r7/pppq1pk1/2np3p/b7/2P1rPb1/N3P3/P2PN1RP/R2Q2K1 w - - 0 15,2000000,cp,-55,13,1530018,h2h3
212,3R4/1k6/pP2K3/P7/8/8/8/5r2 b - - 34 63,20000,cp,-161,6,14514,f1e1
212,3R4/1k6/pP2K3/P7/8/8/8/5r2 b - - 34 63,50000,cp,-113,8,36545,f1e1
212,3R4/1k6/pP2K3/P7/8/8/8/5r2 b - - 34 63,100000,cp,-113,8,36545,f1e1
212,3R4/1k6/pP2K3/P7/8/8/8/5r2 b - - 34 63,200000,cp,-118,10,155609,f1e1
212,3R4/1k6/pP2K3/P7/8/8/8/5r2 b - - 34 63,400000,cp,-122,12,354874,f1e1
212,3R4/1k6/pP2K3/P7/8/8/8/5r2 b - - 34 63,1000000,cp,-116,14,912328,f1e1
212,3R4/1k6/pP2K3/P7/8/8/8/5r2 b - - 34 63,2000000,cp,-116,14,912328,f1e1
