index,fen,budget,kind,score,depth,nodes,bestmove
1267,rr6/1bp2q1k/3pp3/n2n1pB1/p2PP1pP/P1RB4/1PQN2P1/4K2R b K - 0 21,200000,cp,163,9,95296,d5c3
1267,rr6/1bp2q1k/3pp3/n2n1pB1/p2PP1pP/P1RB4/1PQN2P1/4K2R b K - 0 21,400000,cp,48,10,354803,d5c3
1267,rr6/1bp2q1k/3pp3/n2n1pB1/p2PP1pP/P1RB4/1PQN2P1/4K2R b K - 0 21,1000000,cp,46,12,727200,d5c3
1267,rr6/1bp2q1k/3pp3/n2n1pB1/p2PP1pP/P1RB4/1PQN2P1/4K2R b K - 0 21,2000000,cp,54,13,1145815,d5c3
1268,8/3k4/6p1/3p1p1p/3PnP1B/2P1P3/b1K1B3/8 b - - 11 51,20000,cp,34,7,6471,d7e6
1268,8/3k4/6p1/3p1p1p/3PnP1B/2P1P3/b1K1B3/8 b - - 11 51,50000,cp,34,9,33925,d7e6
1268,8/3k4/6p1/3p1p1p/3PnP1B/2P1P3/b1K1B3/8 b - - 11 51,100000,cp,47,11,90670,a2c4
1268,8/3k4/6p1/3p1p1p/3PnP1B/2P1P3/b1K1B3/8 b - - 11 51,200000,cp,50,12,130439,a2c4
1268,8/3k4/6p1/3p1p1p/3PnP1B/2P1P3/b1K1B3/8 b - - 11 51,400000,cp,45,14,284604,a2c4
1268,8/3k4/6p1/3p1p1p/3PnP1B/2P1P3/b1K1B3/8 b - - 11 51,1000000,cp,51,17,570918,a2c4
1268,8/3k4/6p1/3p1p1p/3PnP1B/2P1P3/b1K1B3/8 b - - 11 51,2000000,cp,48,21,1986108,a2c4
1269,2r5/p2k4/3p1p2/1b1B4/1P2Pp2/P4P2/1K4P1/3R4 b - - 1 26,20000,cp,-182,8,18583,b5a4
1269,2r5/p2k4/3p1p2/1b1B4/1P2Pp2/P4P2/1K4P1/3R4 b - - 1 26,50000,cp,-216,9,39776,b5a4
1269,2r5/p2k4/3p1p2/1b1B4/1P2Pp2/P4P2/1K4P1/3R4 b - - 1 26,100000,cp,-190,10,74697,b5c4
1269,2r5/p2k4/3p1p2/1b1B4/1P2Pp2/P4P2/1K4P1/3R4 b - - 1 26,200000,cp,-183,12,199830,b5a4
1269,2r5/p2k4/3p1p2/1b1B4/1P2Pp2/P4P2/1K4P1/3R4 b - - 1 26,400000,cp,-185,13,299155,b5a4
1269,2r5/p2k4/3p1p2/1b1B4/1P2Pp2/P4P2/1K4P1/3R4 b - - 1 26,1000000,cp,-191,15,680616,b5a4
1269,2r5/p2k4/3p1p2/1b1B4/1P2Pp2/P4P2/1K4P1/3R4 b - - 1 26,2000000,cp,-201,17,1750027,b5a4
1270,4r1k1/4R1pp/5p2/3p1P1Q/2pn2N1/2q1B3/6PP/5RK1 b - - 0 24,20000,cp,-75,6,10370,d4e2
1270,4r1k1/4R1pp/5p2/3p1P1Q/2pn2N1/2q1B3/6PP/5RK1 b - - 0 24,50000,cp,-185,9,31448,e8e7
1270,4r1k1/4R1pp/5p2/3p1P1Q/2pn2N1/2q1B3/6PP/5RK1 b - - 0 24,100000,cp,-225,11,73265,e8e7
1270,4r1k1/4R1pp/5p2/3p1P1Q/2pn2N1/2q1B3/6PP/5RK1 b - - 0 24,200000,cp,-226,12,108923,e8e7
1270,4r1k1/4R1pp/5p2/3p1P1Q/2pn2N1/2q1B3/6PP/5RK1 b - - 0 24,400000,cp,-217,14,394519,e8e7
1270,4r1k1/4R1pp/5p2/3p1P1Q/2pn2N1/2q1B3/6PP/5RK1 b - - 0 24,1000000,cp,-205,16,765622,e8e7
1270,4r1k1/4R1pp/5p2/3p1P1Q/2pn2N1/2q1B3/6PP/5RK1 b - - 0 24,2000000,cp,-197,17,1243318,e8e7
1271,r1bqk2r/pp3p1p/3b1np1/3pN3/3P4/P1NpP2P/3B1PP1/R2QK2R w KQkq - 4 9,20000,cp,-29,6,15378,e5d3
1271,r1bqk2r/pp3p1p/3b1np1/3pN3/3P4/P1NpP2P/3B1PP1/R2QK2R w KQkq - 4 9,50000,cp,-46,7,34710,e5d3
1271,r1bqk2r/pp3p1p/3b1np1/3pN3/3P4/P1NpP2P/3B1PP1/R2QK2R w KQkq - 4 9,100000,cp,-45,8,59968,e5d3
1271,r1bqk2r/pp3p1p/3b1np1/3pN3/3P4/P1NpP2P/3B1PP1/R2QK2R w KQkq - 4 9,200000,cp,-30,9,145592,e5d3
1271,r1bqk2r/pp3p1p/3b1np1/3pN3/3P4/P1NpP2P/3B1PP1/R2QK2R w KQkq - 4 9,400000,cp,-40,10,314972,e5d3
1271,r1bqk2r/pp3p1p/3b1np1/3pN3/3P4/P1NpP2P/3B1PP1/R2QK2R w KQkq - 4 9,1000000,cp,-48,11,669145,e5d3
1271,r1bqk2r/pp3p1p/3b1np1/3pN3/3P4/P1NpP2P/3B1PP1/R2QK2R w KQkq - 4 9,2000000,cp,-48,12,1191931,e5d3
1272,r2q1k1r/p3n3/1p5p/2p1Q1p1/8/BP2P1NP/P1b1BP1R/4K3 b - - 0 19,20000,cp,-100,6,15352,e7g6
1272,r2q1k1r/p3n3/1p5p/2p1Q1p1/8/BP2P1NP/P1b1BP1R/4K3 b - - 0 19,50000,cp,-72,7,22318,e7g6
1272,r2q1k1r/p3n3/1p5p/2p1Q1p1/8/BP2P1NP/P1b1BP1R/4K3 b - - 0 19,100000,cp,-62,8,51937,e7g6
1272,r2q1k1r/p3n3/1p5p/2p1Q1p1/8/BP2P1NP/P1b1BP1R/4K3 b - - 0 19,200000,cp,-67,9,105460,e7g6
1272,r2q1k1r/p3n3/1p5p/2p1Q1p1/8/BP2P1NP/P1b1BP1R/4K3 b - - 0 19,400000,cp,-76,10,335097,e7g6
1272,r2q1k1r/p3n3/1p5p/2p1Q1p1/8/BP2P1NP/P1b1BP1R/4K3 b - - 0 19,1000000,cp,-52,13,840591,e7g6
1272,r2q1k1r/p3n3/1p5p/2p1Q1p1/8/BP2P1NP/P1b1BP1R/4K3 b - - 0 19,2000000,cp,-91,14,1910707,e7g6
1273,8/5R1R/8/8/6r1/6k1/4K1b1/8 b - - 13 48,20000,cp,-167,5,6709,g2e4
1273,8/5R1R/8/8/6r1/6k1/4K1b1/8 b - - 13 48,50000,cp,-197,7,34640,g4g6
1273,8/5R1R/8/8/6r1/6k1/4K1b1/8 b - - 13 48,100000,cp,-203,9,92268,g2e4
1273,8/5R1R/8/8/6r1/6k1/4K1b1/8 b - - 13 48,200000,cp,-202,10,171377,g2e4
1273,8/5R1R/8/8/6r1/6k1/4K1b1/8 b - - 13 48,400000,cp,-205,11,355311,g2e4
1273,8/5R1R/8/8/6r1/6k1/4K1b1/8 b - - 13 48,1000000,cp,-208,12,679970,g2e4
1273,8/5R1R/8/8/6r1/6k1/4K1b1/8 b - - 13 48,2000000,cp,-208,13,1076768,g2e4
1274,6k1/1b2r3/5bpp/1p1q1p2/p4P2/P2r3P/1PQ3PB/2RR3K b - - 1 34,20000,cp,446,7,19892,d3d1
1274,6k1/1b2r3/5bpp/1p1q1p2/p4P2/P2r3P/1PQ3PB/2RR3K b - - 1 34,50000,cp,446,7,19892,d3d1
1274,6k1/1b2r3/5bpp/1p1q1p2/p4P2/P2r3P/1PQ3PB/2RR3K b - - 1 34,100000,cp,579,10,80516,e7c7
1274,6k1/1b2r3/5bpp/1p1q1p2/p4P2/P2r3P/1PQ3PB/2RR3K b - - 1 34,200000,cp,604,12,163287,e7c7
1274,6k1/1b2r3/5bpp/1p1q1p2/p4P2/P2r3P/1PQ3PB/2RR3K b - - 1 34,400000,cp,597,13,277135,e7c7
1274,6k1/1b2r3/5bpp/1p1q1p2/p4P2/P2r3P/1PQ3PB/2RR3K b - - 1 34,1000000,cp,658,15,656408,e7c7
1274,6k1/1b2r3/5bpp/1p1q1p2/p4P2/P2r3P/1PQ3PB/2RR3K b - - 1 34,2000000,cp,775,17,1726551,e7c7
1275,r5k1/3p3p/8/p2b1r1p/P3q3/2Q1B2P/5PP1/R3N1K1 w - - 1 25,20000,cp,-108,5,8795,e1f3
1275,r5k1/3p3p/8/p2b1r1p/P3q3/2Q1B2P/5PP1/R3N1K1 w - - 1 25,50000,cp,-111,6,30800,c3c7
1275,r5k1/3p3p/8/p2b1r1p/P3q3/2Q1B2P/5PP1/R3N1K1 w - - 1 25,100000,cp,-137,8,96333,c3c7
1275,r5k1/3p3p/8/p2b1r1p/P3q3/2Q1B2P/5PP1/R3N1K1 w - - 1 25,200000,cp,-112,9,124810,c3c7
1275,r5k1/3p3p/8/p2b1r1p/P3q3/2Q1B2P/5PP1/R3N1K1 w - - 1 25,400000,cp,-132,10,355379,e3h6
1275,r5k1/3p3p/8/p2b1r1p/P3q3/2Q1B2P/5PP1/R3N1K1 w - - 1 25,1000000,cp,-155,11,550271,e3h6
1275,r5k1/3p3p/8/p2b1r1p/P3q3/2Q1B2P/5PP1/R3N1K1 w - - 1 25,2000000,cp,-137,13,1171168,f2f3
1276,2kr1b1r/3n1pp1/pp5p/4Pp1P/3B1P2/2PN1b1N/PPK5/4R1R1 b - - 4 18,20000,cp,-41,6,5442,c8b7
1276,2kr1b1r/3n1pp1/pp5p/4Pp1P/3B1P2/2PN1b1N/PPK5/4R1R1 b - - 4 18,50000,cp,-2,8,38534,f3h5
1276,2kr1b1r/3n1pp1/pp5p/4Pp1P/3B1P2/2PN1b1N/PPK5/4R1R1 b - - 4 18,100000,cp,-11,9,66591,f3h5
1276,2kr1b1r/3n1pp1/pp5p/4Pp1P/3B1P2/2PN1b1N/PPK5/4R1R1 b - - 4 18,200000,cp,-12,10,175916,f3h5
1276,2kr1b1r/3n1pp1/pp5p/4Pp1P/3B1P2/2PN1b1N/PPK5/4R1R1 b - - 4 18,400000,cp,8,11,287095,f3h5
1276,2kr1b1r/3n1pp1/pp5p/4Pp1P/3B1P2/2PN1b1N/PPK5/4R1R1 b - - 4 18,1000000,cp,12,13,943494,f3h5
1276,2kr1b1r/3n1pp1/pp5p/4Pp1P/3B1P2/2PN1b1N/PPK5/4R1R1 b - - 4 18,2000000,cp,6,14,1371856,f3h5
1277,r1q2rk1/p2pppbp/2n2n2/3N4/2P2B2/3B1pP1/1P3P1P/3Q1RK1 b - - 6 14,20000,cp,352,6,19617,d7d6
1277,r1q2rk1/p2pppbp/2n2n2/3N4/2P2B2/3B1pP1/1P3P1P/3Q1RK1 b - - 6 14,50000,cp,377,8,47646,d7d6
1277,r1q2rk1/p2pppbp/2n2n2/3N4/2P2B2/3B1pP1/1P3P1P/3Q1RK1 b - - 6 14,100000,cp,377,8,47646,d7d6
1277,r1q2rk1/p2pppbp/2n2n2/3N4/2P2B2/3B1pP1/1P3P1P/3Q1RK1 b - - 6 14,200000,cp,377,8,47646,d7d6
1277,r1q2rk1/p2pppbp/2n2n2/3N4/2P2B2/3B1pP1/1P3P1P/3Q1RK1 b - - 6 14,400000,cp,358,11,343304,f6d5
1277,r1q2rk1/p2pppbp/2n2n2/3N4/2P2B2/3B1pP1/1P3P1P/3Q1RK1 b - - 6 14,1000000,cp,371,13,578164,f6d5
1277,r1q2rk1/p2pppbp/2n2n2/3N4/2P2B2/3B1pP1/1P3P1P/3Q1RK1 b - - 6 14,2000000,cp,373,16,1752066,f6d5
1278,2k5/p7/p5q1/P1n5/7P/2P2p2/8/7K w - - 0 40,20000,mate,-1,64,678,h1h2
1278,2k5/p7/p5q1/P1n5/7P/2P2p2/8/7K w - - 0 40,50000,mate,-1,64,678,h1h2
1278,2k5/p7/p5q1/P1n5/7P/2P2p2/8/7K w - - 0 40,100000,mate,-1,64,678,h1h2
1278,2k5/p7/p5q1/P1n5/7P/2P2p2/8/7K w - - 0 40,200000,mate,-1,64,678,h1h2
1278,2k5/p7/p5q1/P1n5/7P/2P2p2/8/7K w - - 0 40,400000,mate,-1,64,678,h1h2
1278,2k5/p7/p5q1/P1n5/7P/2P2p2/8/7K w - - 0 40,1000000,mate,-1,64,678,h1h2
1278,2k5/p7/p5q1/P1n5/7P/2P2p2/8/7K w - - 0 40,2000000,mate,-1,64,678,h1h2
1279,7r/1b2bk1p/4np2/5p2/3N1N1P/2q1PPP1/5K2/3Q3R w - - 0 21,20000,cp,74,6,9838,f4e6
1279,7r/1b2bk1p/4np2/5p2/3N1N1P/2q1PPP1/5K2/3Q3R w - - 0 21,50000,cp,6,8,47081,f4e6
1279,7r/1b2bk1p/4np2/5p2/3N1N1P/2q1PPP1/5K2/3Q3R w - - 0 21,100000,cp,0,9,91065,f4e6
1279,7r/1b2bk1p/4np2/5p2/3N1N1P/2q1PPP1/5K2/3Q3R w - - 0 21,200000,cp,-33,10,159287,f4e6
1279,7r/1b2bk1p/4np2/5p2/3N1N1P/2q1PPP1/5K2/3Q3R w - - 0 21,400000,cp,8,11,264348,f4e6
1279,7r/1b2bk1p/4np2/5p2/3N1N1P/2q1PPP1/5K2/3Q3R w - - 0 21,1000000,cp,14,14,789849,f4e6
1279,7r/1b2bk1p/4np2/5p2/3N1N1P/2q1PPP1/5K2/3Q3R w - - 0 21,2000000,cp,18,16,1936846,f4e6
1280,r5qr/p1pkn1p1/1pnbp3/3p2B1/3P2P1/1PPQ3N/P2N3P/2KR3R b - - 0 14,20000,cp,39,5,13475,a8f8
1280,r5qr/p1pkn1p1/1pnbp3/3p2B1/3P2P1/1PPQ3N/P2N3P/2KR3R b - - 0 14,50000,cp,92,7,43839,g8h7
1280,r5qr/p1pkn1p1/1pnbp3/3p2B1/3P2P1/1PPQ3N/P2N3P/2KR3R b - - 0 14,100000,cp,121,9,76168,g8h7
1280,r5qr/p1pkn1p1/1pnbp3/3p2B1/3P2P1/1PPQ3N/P2N3P/2KR3R b - - 0 14,200000,cp,106,11,127890,g8h7
1280,r5qr/p1pkn1p1/1pnbp3/3p2B1/3P2P1/1PPQ3N/P2N3P/2KR3R b - - 0 14,400000,cp,106,11,127890,g8h7
1280,r5qr/p1pkn1p1/1pnbp3/3p2B1/3P2P1/1PPQ3N/P2N3P/2KR3R b - - 0 14,1000000,cp,81,12,606861,a8f8
1280,r5qr/p1pkn1p1/1pnbp3/3p2B1/3P2P1/1PPQ3N/P2N3P/2KR3R b - - 0 14,2000000,cp,85,14,1704564,a8f8
1281,3R4/8/8/8/8/4kp1p/1r6/6K1 w - - 12 73,20000,cp,-421,6,18529,d8e8
1281,3R4/8/8/8/8/4kp1p/1r6/6K1 w - - 12 73,50000,cp,-459,7,46380,d8e8
1281,3R4/8/8/8/8/4kp1p/1r6/6K1 w - - 12 73,100000,cp,-444,8,74611,d8e8
1281,3R4/8/8/8/8/4kp1p/1r6/6K1 w - - 12 73,200000,cp,-464,9,101878,d8e8
1281,3R4/8/8/8/8/4kp1p/1r6/6K1 w - - 12 73,400000,cp,-464,11,300743,d8e8
1281,3R4/8/8/8/8/4kp1p/1r6/6K1 w - - 12 73,1000000,cp,-508,13,990983,d8e8
1281,3R4/8/8/8/8/4kp1p/1r6/6K1 w - - 12 73,2000000,cp,-530,17,1838429,d8e8
1282,1r1qk2r/1pp2p2/p2bbn1p/4n1p1/P7/2PQ4/1PN2PPP/R1B1KBNR w KQk - 1 12,20000,cp,-113,5,8136,d3e2
1282,1r1qk2r/1pp2p2/p2bbn1p/4n1p1/P7/2PQ4/1PN2PPP/R1B1KBNR w KQk - 1 12,50000,cp,-107,6,20714,d3e2
1282,1r1qk2r/1pp2p2/p2bbn1p/4n1p1/P7/2PQ4/1PN2PPP/R1B1KBNR w KQk - 1 12,100000,cp,-98,7,83839,d3e2
1282,1r1qk2r/1pp2p2/p2bbn1p/4n1p1/P7/2PQ4/1PN2PPP/R1B1KBNR w KQk - 1 12,200000,cp,-84,8,138570,d3e2
1282,1r1qk2r/1pp2p2/p2bbn1p/4n1p1/P7/2PQ4/1PN2PPP/R1B1KBNR w KQk - 1 12,400000,cp,-103,10,359875,d3e2
1282,1r1qk2r/1pp2p2/p2bbn1p/4n1p1/P7/2PQ4/1PN2PPP/R1B1KBNR w KQk - 1 12,1000000,cp,-103,10,359875,d3e2
1282,1r1qk2r/1pp2p2/p2bbn1p/4n1p1/P7/2PQ4/1PN2PPP/R1B1KBNR w KQk - 1 12,2000000,cp,-104,11,1554591,d3e2
1283,4r3/1p4k1/2p3P1/5K2/4B2p/3R4/8/8 b - - 1 49,20000,cp,-284,5,10047,e8e7
1283,4r3/1p4k1/2p3P1/5K2/4B2p/3R4/8/8 b - - 1 49,50000,cp,-320,7,48569,e8e7
1283,4r3/1p4k1/2p3P1/5K2/4B2p/3R4/8/8 b - - 1 49,100000,cp,-330,9,98747,e8e7
1283,4r3/1p4k1/2p3P1/5K2/4B2p/3R4/8/8 b - - 1 49,200000,cp,-340,10,160360,e8e7
1283,4r3/1p4k1/2p3P1/5K2/4B2p/3R4/8/8 b - - 1 49,400000,cp,-356,11,294656,e8e7
1283,4r3/1p4k1/2p3P1/5K2/4B2p/3R4/8/8 b - - 1 49,1000000,cp,-370,13,800824,e8e7
1283,4r3/1p4k1/2p3P1/5K2/4B2p/3R4/8/8 b - - 1 49,2000000,cp,-377,14,1102375,e8e7
1284,6k1/1R6/7R/8/r7/4r3/1KP3PP/8 w - - 7 35,20000,cp,431,5,13604,h6g6
1284,6k1/1R6/7R/8/r7/4r3/1KP3PP/8 w - - 7 35,50000,cp,431,7,43863,h6g6
1284,6k1/1R6/7R/8/r7/4r3/1KP3PP/8 w - - 7 35,100000,cp,435,8,81863,h6g6
1284,6k1/1R6/7R/8/r7/4r3/1KP3PP/8 w - - 7 35,200000,cp,433,9,197172,h6g6
1284,6k1/1R6/7R/8/r7/4r3/1KP3PP/8 w - - 7 35,400000,cp,430,10,341026,h6g6
1284,6k1/1R6/7R/8/r7/4r3/1KP3PP/8 w - - 7 35,1000000,cp,428,11,564672,h6g6
1284,6k1/1R6/7R/8/r7/4r3/1KP3PP/8 w - - 7 35,2000000,cp,421,12,1103174,h6g6
1285,1r1qk2r/p1p1pp2/2n1bnpp/8/R3P3/4N3/1bPB1PPP/1Q2KBNR b Kk - 2 10,20000,cp,77,5,13526,e8g8
1285,1r1qk2r/p1p1pp2/2n1bnpp/8/R3P3/4N3/1bPB1PPP/1Q2KBNR b Kk - 2 10,50000,cp,129,7,32484,e8g8
1285,1r1qk2r/p1p1pp2/2n1bnpp/8/R3P3/4N3/1bPB1PPP/1Q2KBNR b Kk - 2 10,100000,cp,97,8,92124,e8g8
1285,1r1qk2r/p1p1pp2/2n1bnpp/8/R3P3/4N3/1bPB1PPP/1Q2KBNR b Kk - 2 10,200000,cp,183,9,172886,b2c3
1285,1r1qk2r/p1p1pp2/2n1bnpp/8/R3P3/4N3/1bPB1PPP/1Q2KBNR b Kk - 2 10,400000,cp,162,12,317619,b2c3
1285,1r1qk2r/p1p1pp2/2n1bnpp/8/R3P3/4N3/1bPB1PPP/1Q2KBNR b Kk - 2 10,1000000,cp,162,12,317619,b2c3
1285,1r1qk2r/p1p1pp2/2n1bnpp/8/R3P3/4N3/1bPB1PPP/1Q2KBNR b Kk - 2 10,2000000,cp,188,14,1843305,b2d4
1286,8/4k3/2R1p1pp/2P1P3/p3KPP1/1r1B2P1/8/6b1 w - - 0 45,20000,cp,78,6,18784,d3c2
1286,8/4k3/2R1p1pp/2P1P3/p3KPP1/1r1B2P1/8/6b1 w - - 0 45,50000,cp,65,7,37325,c6c7
1286,8/4k3/2R1p1pp/2P1P3/p3KPP1/1r1B2P1/8/6b1 w - - 0 45,100000,cp,68,9,89711,c6c7
1286,8/4k3/2R1p1pp/2P1P3/p3KPP1/1r1B2P1/8/6b1 w - - 0 45,200000,cp,68,9,89711,c6c7
1286,8/4k3/2R1p1pp/2P1P3/p3KPP1/1r1B2P1/8/6b1 w - - 0 45,400000,cp,59,10,307175,c6c7
1286,8/4k3/2R1p1pp/2P1P3/p3KPP1/1r1B2P1/8/6b1 w - - 0 45,1000000,cp,74,11,698079,c6a6
1286,8/4k3/2R1p1pp/2P1P3/p3KPP1/1r1B2P1/8/6b1 w - - 0 45,2000000,cp,82,13,1801292,c6a6
1287,r3k2r/1pq2p2/p2pbb2/2B1p2p/4P2P/2P2NQ1/PP2BPP1/3R1RK1 b k - 0 20,20000,cp,-176,5,12062,d6c5
1287,r3k2r/1pq2p2/p2pbb2/2B1p2p/4P2P/2P2NQ1/PP2BPP1/3R1RK1 b k - 0 20,50000,cp,-176,5,12062,d6c5
1287,r3k2r/1pq2p2/p2pbb2/2B1p2p/4P2P/2P2NQ1/PP2BPP1/3R1RK1 b k - 0 20,100000,cp,-143,7,87062,c7c5
1287,r3k2r/1pq2p2/p2pbb2/2B1p2p/4P2P/2P2NQ1/PP2BPP1/3R1RK1 b k - 0 20,200000,cp,-142,9,191027,c7c5
1287,r3k2r/1pq2p2/p2pbb2/2B1p2p/4P2P/2P2NQ1/PP2BPP1/3R1RK1 b k - 0 20,400000,cp,-142,9,191027,c7c5
1287,r3k2r/1pq2p2/p2pbb2/2B1p2p/4P2P/2P2NQ1/PP2BPP1/3R1RK1 b k - 0 20,1000000,cp,-113,12,899986,c7c5
1287,r3k2r/1pq2p2/p2pbb2/2B1p2p/4P2P/2P2NQ1/PP2BPP1/3R1RK1 b k - 0 20,2000000,cp,-125,14,1540447,c7c5
1288,4Q3/kpp5/3q4/2n5/4pN2/7P/r5PK/5R2 w - - 4 32,20000,cp,-134,4,13077,h2g1
1288,4Q3/kpp5/3q4/2n5/4pN2/7P/r5PK/5R2 w - - 4 32,50000,cp,-93,6,29605,h3h4
1288,4Q3/kpp5/3q4/2n5/4pN2/7P/r5PK/5R2 w - - 4 32,100000,cp,-98,7,56407,h3h4
1288,4Q3/kpp5/3q4/2n5/4pN2/7P/r5PK/5R2 w - - 4 32,200000,cp,-82,8,123413,h3h4
1288,4Q3/kpp5/3q4/2n5/4pN2/7P/r5PK/5R2 w - - 4 32,400000,cp,-85,10,397264,h3h4
1288,4Q3/kpp5/3q4/2n5/4pN2/7P/r5PK/5R2 w - - 4 32,1000000,cp,-91,12,980747,h3h4
1288,4Q3/kpp5/3q4/2n5/4pN2/7P/r5PK/5R2 w - - 4 32,2000000,cp,-91,12,980747,h3h4
1289,1r1k4/1bR5/8/R3P3/Pp3pP1/3B4/n4KPP/8 w - - 3 35,20000,cp,699,4,14376,c7c4
1289,1r1k4/1bR5/8/R3P3/Pp3pP1/3B4/n4KPP/8 w - - 3 35,50000,cp,746,5,43688,c7g7
1289,1r1k4/1bR5/8/R3P3/Pp3pP1/3B4/n4KPP/8 w - - 3 35,100000,cp,720,6,55623,c7g7
1289,1r1k4/1bR5/8/R3P3/Pp3pP1/3B4/n4KPP/8 w - - 3 35,200000,cp,825,7,157936,c7g7
1289,1r1k4/1bR5/8/R3P3/Pp3pP1/3B4/n4KPP/8 w - - 3 35,400000,cp,837,9,262573,c7g7
1289,1r1k4/1bR5/8/R3P3/Pp3pP1/3B4/n4KPP/8 w - - 3 35,1000000,cp,898,10,672348,c7g7
1289,1r1k4/1bR5/8/R3P3/Pp3pP1/3B4/n4KPP/8 w - - 3 35,2000000,cp,962,11,1678914,c7g7
1290,8/2rb1rk1/R6p/7R/3N2P1/4KP2/8/8 b - - 2 32,20000,cp,-116,6,15096,c7c3
1290,8/2rb1rk1/R6p/7R/3N2P1/4KP2/8/8 b - - 2 32,50000,cp,-118,7,28046,c7c3
1290,8/2rb1rk1/R6p/7R/3N2P1/4KP2/8/8 b - - 2 32,100000,cp,-163,8,81177,c7c3
1290,8/2rb1rk1/R6p/7R/3N2P1/4KP2/8/8 b - - 2 32,200000,cp,-167,9,124279,c7c3
1290,8/2rb1rk1/R6p/7R/3N2P1/4KP2/8/8 b - - 2 32,400000,cp,-167,9,124279,c7c3
1290,8/2rb1rk1/R6p/7R/3N2P1/4KP2/8/8 b - - 2 32,1000000,cp,-246,11,784578,c7c3
1290,8/2rb1rk1/R6p/7R/3N2P1/4KP2/8/8 b - - 2 32,2000000,cp,-260,13,1885044,c7c3
1291,r4rk1/5pp1/2Nb1n1p/3p4/3N4/p3P2P/1qb1BPP1/R3QRK1 b - - 1 21,20000,cp,182,5,15261,a8c8
1291,r4rk1/5pp1/2Nb1n1p/3p4/3N4/p3P2P/1qb1BPP1/R3QRK1 b - - 1 21,50000,cp,214,6,26460,a8c8
1291,r4rk1/5pp1/2Nb1n1p/3p4/3N4/p3P2P/1qb1BPP1/R3QRK1 b - - 1 21,100000,cp,213,7,62885,f8c8
1291,r4rk1/5pp1/2Nb1n1p/3p4/3N4/p3P2P/1qb1BPP1/R3QRK1 b - - 1 21,200000,cp,232,9,141217,f8c8
1291,r4rk1/5pp1/2Nb1n1p/3p4/3N4/p3P2P/1qb1BPP1/R3QRK1 b - - 1 21,400000,cp,233,10,208986,f8c8
1291,r4rk1/5pp1/2Nb1n1p/3p4/3N4/p3P2P/1qb1BPP1/R3QRK1 b - - 1 21,1000000,cp,224,12,805376,f8c8
1291,r4rk1/5pp1/2Nb1n1p/3p4/3N4/p3P2P/1qb1BPP1/R3QRK1 b - - 1 21,2000000,cp,220,14,1653692,f8c8
1292,6k1/5p2/ppr1p1p1/1bNp4/1P1P2q1/P3Q3/3K1P2/7R w - - 0 31,20000,cp,-134,6,11395,e3e5
1292,6k1/5p2/ppr1p1p1/1bNp4/1P1P2q1/P3Q3/3K1P2/7R w - - 0 31,50000,cp,-87,9,40332,e3e5
1292,6k1/5p2/ppr1p1p1/1bNp4/1P1P2q1/P3Q3/3K1P2/7R w - - 0 31,100000,cp,-25,11,70857,e3e5
1292,6k1/5p2/ppr1p1p1/1bNp4/1P1P2q1/P3Q3/3K1P2/7R w - - 0 31,200000,cp,-46,13,157214,e3e5
1292,6k1/5p2/ppr1p1p1/1bNp4/1P1P2q1/P3Q3/3K1P2/7R w - - 0 31,400000,cp,7,14,381033,e3e5
1292,6k1/5p2/ppr1p1p1/1bNp4/1P1P2q1/P3Q3/3K1P2/7R w - - 0 31,1000000,cp,-2,17,864187,e3e5
1292,6k1/5p2/ppr1p1p1/1bNp4/1P1P2q1/P3Q3/3K1P2/7R w - - 0 31,2000000,cp,15,19,1873718,e3e5
1293,rn2k2r/p3bppp/2p2n2/B2p4/Q2Pp1b1/3qP1P1/2N1NP1P/R3KB1R b kq - 0 11,20000,cp,183,6,18270,d3b5
1293,rn2k2r/p3bppp/2p2n2/B2p4/Q2Pp1b1/3qP1P1/2N1NP1P/R3KB1R b kq - 0 11,50000,cp,139,9,44545,d3b5
1293,rn2k2r/p3bppp/2p2n2/B2p4/Q2Pp1b1/3qP1P1/2N1NP1P/R3KB1R b kq - 0 11,100000,cp,139,9,44545,d3b5
1293,rn2k2r/p3bppp/2p2n2/B2p4/Q2Pp1b1/3qP1P1/2N1NP1P/R3KB1R b kq - 0 11,200000,cp,172,11,189032,d3b5
1293,rn2k2r/p3bppp/2p2n2/B2p4/Q2Pp1b1/3qP1P1/2N1NP1P/R3KB1R b kq - 0 11,400000,cp,178,12,300065,d3b5
1293,rn2k2r/p3bppp/2p2n2/B2p4/Q2Pp1b1/3qP1P1/2N1NP1P/R3KB1R b kq - 0 11,1000000,cp,150,14,845223,d3b5
1293,rn2k2r/p3bppp/2p2n2/B2p4/Q2Pp1b1/3qP1P1/2N1NP1P/R3KB1R b kq - 0 11,2000000,cp,161,15,1471572,d3b5
1294,1K2k3/2P5/3Q2p1/8/q4p2/8/8/8 b - - 10 54,20000,cp,-230,6,9471,a4b5
1294,1K2k3/2P5/3Q2p1/8/q4p2/8/8/8 b - - 10 54,50000,cp,-395,7,27520,a4b5
1294,1K2k3/2P5/3Q2p1/8/q4p2/8/8/8 b - - 10 54,100000,cp,-498,8,60465,a4b5
1294,1K2k3/2P5/3Q2p1/8/q4p2/8/8/8 b - - 10 54,200000,cp,-533,9,106521,a4b5
