fen,static_cp,search_cp,bestmove,class,pieces,gap_sigmoid,gap_cp,clamped
r4rk1/p1pqbppp/1p6/n7/3P4/2Q2NB1/P3PP1P/2R2KR1 b - - 4 16,108.0,54.0,d7h3,quiet,23,0.073512,54.0,0
1rb2rk1/p1R5/3p4/2pPb1Bp/3n2pP/P1NB4/1P4P1/1K2R3 w - - 5 23,185.0,137.0,d3e4,quiet,22,0.056096,48.0,0
bn2kb1r/5ppp/1q1Pp3/1Pp5/1pP2P2/8/1B1P2PP/3QKBNR b Kk - 0 10,89.0,83.0,f8d6,capture,25,0.008126,6.0,0
1nbq3r/1p3k2/2pb1np1/rP1p1p2/3Pp1p1/1QN1P3/3BNPBP/R3K2R w KQ - 0 12,-175.0,-196.0,a1b1,quiet,28,0.023012,21.0,0
rn3rk1/p7/1pp3p1/6P1/2n1N3/4B3/PPP1N3/R1K4R b - - 0 18,-258.0,-150.0,c4e3,capture,19,0.111967,108.0,0
3k4/p7/b2p1b2/7B/8/4BN2/2P5/3K4 b - - 2 32,-148.0,-196.0,a6c4,quiet,10,0.054541,48.0,0
4r1k1/p4pp1/7p/q1np4/8/1P3N2/P4PPP/b2Q2KR w - - 0 24,-294.0,-291.0,d1a1,capture,19,0.002281,3.0,0
r4bk1/1r6/3pbnpp/1B2pp2/PQ6/4P3/2qNNPPP/R1B2RK1 w - - 3 21,138.0,160.0,a4a5,quiet,25,0.026479,22.0,0
3k4/8/5r2/5B1P/5K2/8/8/8 w - - 1 59,146.0,48.0,f4g5,quiet,5,0.129917,98.0,0
2kr1b1r/1bpqn1pp/pn2pp2/1p6/3P4/P1PB1NNP/1P3PP1/R1BQK2R w Q - 1 10,-29.0,-90.0,a3a4,quiet,30,0.085061,61.0,0
1B4k1/6p1/7p/PN3p2/2Pp2n1/1n1P2P1/1P2r2P/5RK1 b - - 0 24,-14.0,-32.0,g4e3,quiet,18,0.025785,18.0,0
2kr1b1r/pppbn3/2n5/3p1pqp/3PpN1N/1P2P1PP/P1P5/R1BQKBR1 w Q - 4 10,50.0,-5.0,c1b2,quiet,30,0.078658,55.0,0
6k1/R7/1p1P4/6b1/1N2p2p/2r5/P1P2K2/8 w - - 0 37,26.0,56.0,d6d7,quiet,12,0.042552,30.0,0
6k1/6p1/1R1B1p1p/1p5P/8/P5P1/r1r2P2/6K1 b - - 8 40,184.0,301.0,c2f2,capture,14,0.107221,117.0,0
r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11,-39.0,106.0,e5d4,capture,31,0.203874,145.0,0
3q2kr/2p2p2/6p1/np1NQ2p/b2P4/2P2P1P/1P3KP1/7R w - - 1 22,-137.0,-42.0,d5f6,quiet,20,0.127388,95.0,0
r3k2r/pp2b1pp/n1bp1n2/qP3p2/2P2N2/P1N1P3/3B2PP/R2QKB1R b KQkq - 0 12,1.0,-107.0,a6c5,quiet,28,0.150734,108.0,0
r7/7r/1p2Qpkp/1B4p1/PB6/2R5/6KP/3q4 b - - 4 30,-105.0,-178.0,d1d2,quiet,15,0.089209,73.0,0
r1bqk2r/pp3p2/2n5/2N1p2p/3p1P1N/BP4n1/2QP2P1/R3KB2 w Qkq - 4 16,-183.0,-226.0,h4f3,quiet,24,0.044563,43.0,0
R7/6k1/2p5/4N2p/1p3p2/1P4n1/5R1K/2r5 b - - 1 56,-7.0,-281.0,c6c5,quiet,12,0.324387,274.0,0
2kr2nr/pbpq1pbp/1pnpp3/5P2/3PP1PR/2N1BN2/PPP1Q1B1/2KR4 b - - 5 9,-246.0,-101.0,c8b8,quiet,30,0.163335,145.0,0
2r3k1/6pp/1p1Bbp2/3p4/p7/P3PPK1/1Pr3PP/1R5R b - - 5 29,93.0,143.0,c8c6,quiet,20,0.064179,50.0,0
3r4/1k1r3p/1pb1p1p1/2p1Pp1n/5P1b/1PKBBP1P/2P1N3/R4R2 b - - 6 24,53.0,30.0,h5g3,quiet,24,0.032620,23.0,0
2k5/3p1Q2/p1p5/2b3p1/8/P1P3N1/1P1q1P2/6K1 b - - 0 31,-35.0,133.0,d2b2,capture,14,0.232770,168.0,0
2r4k/R5pp/1pp5/8/8/1P1B4/P1P2P1r/2KN4 b - - 0 26,-160.0,-162.0,h7h5,quiet,15,0.002339,2.0,0
r4b1r/p2b2pk/n2p3p/1B1q1p2/4p3/PP2P2P/1BQ2PP1/2K3NR w - - 0 17,-308.0,-166.0,b5a6,capture,25,0.132595,142.0,0
2r1k1nr/p2q2pp/5p2/1p1B4/1b2P1b1/1P1Q4/P2P3P/R1B1K1NR w KQk - 4 13,-120.0,-107.0,g1f3,quiet,24,0.016844,13.0,0
8/8/6k1/3p2p1/p2P4/B1P5/1P3K2/3b4 b - - 5 46,21.0,96.0,d1b3,quiet,10,0.104559,75.0,0
8/3k4/6n1/6P1/8/8/3K4/8 b - - 4 62,185.0,293.0,d7e6,quiet,4,0.100148,108.0,0
3r2k1/p1q2pn1/5R2/1p4Pp/2pPB1b1/8/PP3Q2/5NK1 w - - 4 30,-78.0,-46.0,f1e3,quiet,19,0.044587,32.0,0
8/7b/7P/8/5k2/8/7K/8 w - - 20 68,-174.0,-312.0,h2g2,quiet,4,0.126285,138.0,0
5R2/p7/4k3/8/2pp3p/P7/1P2n2P/7K w - - 0 36,-38.0,104.0,f8e8,quiet,11,0.199822,142.0,0
5k2/5P2/2n1P3/5K2/8/8/8/8 b - - 14 79,-75.0,81.0,f8e7,quiet,5,0.220789,156.0,0
8/5Q2/kp6/2q4p/7P/P3N1P1/4b2K/8 w - - 6 43,253.0,155.0,f7e8,quiet,11,0.101625,98.0,0
8/5N2/5kp1/6Np/3b2P1/2nP1K1P/5P2/8 b - - 0 42,-223.0,-127.0,h5h4,quiet,12,0.108037,96.0,0
r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10,-115.0,-12.0,b5c4,capture,30,0.142445,103.0,0
3r2r1/pp3nkp/8/2B5/2PN3P/1P5b/P7/1K2R3 w - - 1 28,-182.0,-336.0,c5a7,capture,16,0.133382,154.0,0
2kr3r/1p2p3/1bn2p2/5b2/5Ppp/N1B3P1/PP4BK/R3NR2 w - - 1 24,125.0,22.0,a3b5,quiet,22,0.140891,103.0,0
3r3r/1k4bp/p7/qp2p3/1R2P3/2p2NPR/4PP2/1Q2K3 w - - 1 26,-166.0,-432.0,g3g4,quiet,19,0.200976,266.0,0
1k6/7p/8/q7/2P5/3P1Q2/2K1B3/8 w - - 3 43,294.0,520.0,f3f4,quiet,8,0.107734,226.0,0
r4rk1/pp2b1p1/4pn1p/2pp4/5B1P/P1N1P3/1PP1BPP1/R3K3 b Q - 1 14,129.0,148.0,f6d7,quiet,24,0.023417,19.0,0
r2qr3/1p2n3/pbk1PQ1p/3p1p1P/P2p4/BP1B4/2P3P1/R2K1R2 b - - 4 27,-241.0,-338.0,a8c8,quiet,24,0.074813,97.0,0
3rk2r/2p1qpp1/p6n/1p1P3p/1P2N3/P2B1P1b/2P5/1RB1Q1K1 b k - 0 18,161.0,183.0,d8d5,capture,23,0.025010,22.0,0
rnbqkb2/p1p3p1/4p2r/3p3p/7P/Pp1BP1P1/1B3P2/RN1Q1RK1 b q - 2 9,47.0,43.0,b8c6,quiet,26,0.005661,4.0,0
8/8/2p1k3/8/p1P5/3PB3/PPK5/5b2 w - - 12 42,303.0,345.0,c2c3,quiet,10,0.028096,42.0,0
3r2k1/1p4p1/2n4r/p1b4p/P1N2P2/2P3PR/1P4P1/4RK2 b - - 6 23,167.0,138.0,c5a7,quiet,19,0.034614,29.0,0
8/3b2bk/1p2p1Np/p4p1P/P2r1P2/1P3BQ1/4R2K/2q5 b - - 9 35,87.0,145.0,d4d2,quiet,19,0.074695,58.0,0
r2k1n1r/pbp3p1/1p1pB2p/5P2/3PnBPq/2P2QRN/P6P/R3K3 w Q - 5 15,145.0,-13.0,e6b3,quiet,26,0.216045,158.0,0
B7/8/1k6/5p2/8/2Kp1P2/3P4/r7 w - - 5 69,-156.0,-167.0,a8d5,quiet,8,0.012848,11.0,0
2kr1b1r/pbp1qpp1/1p2pn2/6Q1/2PPp3/1PN1P1NP/PB3P2/2KR3R w - - 5 12,34.0,2.0,c1c2,quiet,28,0.045896,32.0,0
r2qk1nr/5p2/p2pp3/2p1n2B/4P2P/4N3/PRPP2P1/3QK2R b Kkq - 0 13,28.0,-46.0,d8f6,quiet,23,0.106023,74.0,0
8/1r1P4/4k3/4p3/8/4K3/3R4/8 b - - 0 77,-57.0,124.0,b7d7,capture,6,0.252542,181.0,0
r1b1k2r/ppp2pbp/3p4/3P4/5p2/1PPP1q2/P2B1N2/R3K2R w KQkq - 0 18,-712.0,-901.0,h1g1,quiet,23,0.010765,189.0,0
8/1pkb1q1p/r2p1b1p/p2P1p2/PpN2Q2/3RRN2/2P3r1/2K5 b - - 1 22,412.0,624.0,g2g4,quiet,22,0.058555,212.0,0
r2b1rk1/5q2/bp1p1np1/2nPp1Bp/2P1P2P/2N2P2/1R1QB1P1/R4NK1 b - - 2 24,-175.0,-156.0,f6d7,quiet,27,0.021967,19.0,0
2kr1b1r/pbqp2pp/2n1p3/2pn2N1/1pN2P2/PP1PP3/1BP1Q2P/R3KBR1 b Q - 4 12,-77.0,-33.0,d8e8,quiet,30,0.061684,44.0,0
7k/6pp/2nP4/2K2P2/8/8/7P/8 b - - 2 54,48.0,-57.0,c6e5,quiet,8,0.149943,105.0,0
3r4/1p3p1k/7p/5Np1/pB6/P4Q1P/1bq2PP1/4R1K1 w - - 4 26,378.0,366.0,f5e3,quiet,18,0.006500,12.0,0
8/7R/6P1/6kP/8/3p4/6K1/3r4 w - - 7 62,61.0,1055.0,g6g7,quiet,7,0.410806,994.0,0
8/8/1ppk1r2/p1b1p1RP/P1PpBr2/1R3P1K/8/8 w - - 1 31,-257.0,-116.0,h3g2,quiet,17,0.153484,141.0,0
4rr1k/1p4pp/5n2/pPB1q3/1p2pb2/1Q5P/P1R1BPP1/4K2R b - - 8 19,343.0,307.0,f8g8,quiet,23,0.023977,36.0,0
4R3/1k6/1p6/8/P7/8/3K4/8 b - - 0 48,-445.0,-648.0,b7a6,quiet,5,0.048223,203.0,0
1k1rr1b1/1ppq3p/p4bn1/5p2/3p4/P2P1NP1/1PPBPQBP/R2K1R2 w - - 6 19,-121.0,-28.0,a3a4,quiet,27,0.127210,93.0,0
Q7/2kr1p2/4p3/1B6/8/B2n3b/P7/6K1 b - - 2 30,-158.0,-713.0,d3c5,quiet,11,0.270865,555.0,0
8/6K1/8/8/8/2p1k3/8/2N5 w - - 0 53,-24.0,-100.0,g7g6,quiet,4,0.105581,76.0,0
2rqk1r1/p4p1p/1p1pnp1b/8/2P1P3/2NQ3P/PP3P1P/3RKB1R w K - 7 16,216.0,141.0,d3d6,capture,25,0.083691,75.0,0
2bq2k1/p5pp/1p1b4/3p4/1P1p1P2/P4P2/1N3K1P/3Q1B1R w - - 1 18,189.0,244.0,d1d4,capture,20,0.054910,55.0,0
r1bqk2r/4ppbn/2np4/7p/2NpP1pP/p2B2N1/2PB1PP1/R2Q1RK1 w kq - 0 13,-120.0,-8.0,g3h5,capture,28,0.154629,112.0,0
2r3k1/3r2p1/3np3/1p1b1pR1/p1pP1P2/P1P5/1P1N1KB1/R7 w - - 3 25,-238.0,-124.0,g2d5,capture,21,0.126146,114.0,0
2r3k1/4p3/4b1p1/4Pp2/6Pp/pP2B2P/Pr1R1PK1/R7 w - f6 0 34,124.0,18.0,e5f6,capture,19,0.145360,106.0,0
r7/1pp1k1pp/4b3/pPP1p3/P2rP2P/4K3/6P1/RN5R b - - 2 20,73.0,146.0,d4c4,quiet,20,0.095022,73.0,0
7r/1p2kp1p/2n1b1p1/1Nn5/2P3P1/2P3KP/4B3/R3R3 b - - 2 24,-125.0,-154.0,h8c8,quiet,18,0.035657,29.0,0
r7/p3q2k/bpp1p2p/n2pPp2/2P1n3/1PB1P1P1/P5BP/2RQR1K1 w - - 1 21,264.0,274.0,g2e4,capture,26,0.008322,10.0,0
2rqk3/1p3pp1/p3pn1r/3P2N1/P4P1p/2N1b2P/2Q1B1P1/B2R3K b - - 1 19,51.0,9.0,f6d5,capture,24,0.059923,42.0,0
1r1qk2r/p4p2/4p1p1/2n5/5P2/P1n2NPp/2B2P1P/1R1Q1RK1 w k - 0 19,-23.0,-1.0,b1b8,capture,22,0.031612,22.0,0
r1bq1rk1/1p3ppp/3b1B2/p1p5/7Q/2pB1P1P/PPP2P2/R3K2R b - - 0 13,367.0,278.0,f8e8,quiet,25,0.060064,89.0,0
r7/p2np1b1/2p1k1Np/3n3P/2N1p3/7P/PP1B1P2/R3KB2 b Q - 0 18,-282.0,-242.0,a8b8,quiet,21,0.034172,40.0,0
2bqk3/1p3r1p/4r1p1/p3Bp2/P1Np4/1Q4P1/1PP3P1/5RK1 w - - 5 19,-74.0,-1.0,b3b5,quiet,21,0.103474,73.0,0
1r1q1r1k/2p3pp/4n3/p1p1pN1P/P3bpQ1/2P5/1P3PP1/R3KB1R w K - 0 18,-63.0,-277.0,f5g7,capture,25,0.241570,214.0,0
2k5/2p5/1p1r1p2/2r5/1R1p3p/3P3P/5PB1/R4K2 w - - 6 36,157.0,129.0,g2f3,quiet,15,0.034162,28.0,0
r4rk1/3qnppp/1R2p3/2p1P3/2nP1N2/2P3P1/7P/2BQR1K1 w - - 1 20,64.0,42.0,d4c5,capture,22,0.030925,22.0,0
2r1r1k1/1p3pp1/p6p/8/P1pR4/5PB1/n5PP/1R5K w - - 3 24,-148.0,-248.0,b1a1,quiet,18,0.105550,100.0,0
1B6/5rpk/7p/8/2b4P/6P1/8/R5K1 w - - 29 57,-15.0,-55.0,b8f4,quiet,10,0.056923,40.0,0
3r4/p7/1p6/3p3k/4nP2/8/PP4K1/3R4 w - - 0 33,-243.0,-348.0,g2f3,quiet,11,0.079141,105.0,0
1k6/1p3N2/p1n5/4P3/5P1p/7P/r5r1/2R2R1K w - - 0 29,-155.0,-170.0,f1e1,quiet,14,0.017475,15.0,0
4r3/1b3pk1/1p4p1/1P2qP2/2rNp3/4R2P/5QP1/3R2K1 w - - 3 39,-153.0,-44.0,f5g6,capture,18,0.143991,109.0,0
2kr2br/pp5p/1qn5/3np1N1/3p2P1/P4N1P/P1PBQP2/2KR1B1R w - - 1 14,259.0,284.0,f3e5,capture,26,0.020614,25.0,0
r2qk2r/pp3pp1/5n2/5b1p/1bPp4/3PPNPP/PB1NQ3/R3K2R b KQkq - 0 12,51.0,76.0,e8g8,quiet,26,0.034789,25.0,0
r1k4r/1pn2ppp/4p3/p1bpPPB1/P7/1qPB2PP/4Q3/R3K2R w KQ - 0 17,50.0,-59.0,e1f1,quiet,25,0.155564,109.0,0
1r2qr1k/3pb1pp/R1b1p3/3n1p2/1P1P4/N1P2P1N/2QB2PP/1R4K1 b - - 0 16,59.0,14.0,f8g8,quiet,25,0.063964,45.0,0
r1b1r1k1/4qp2/2p2n1p/1Pbpn1pP/p2N4/1PB1PP2/2PQN1P1/1K1R1B1R b - - 1 14,83.0,73.0,c6b5,capture,29,0.013689,10.0,0
r1b3k1/p3r1pp/1p6/2pn1N2/3p3b/3P1B1P/PPPB1PPq/R2K3R w - - 0 17,-441.0,315.0,f5e7,capture,26,0.786562,756.0,0
r1bk3r/2pnq3/1pBp1p2/p2Pp1n1/4Pb1p/P1N2Q1P/1PP2BP1/1K1R2NR w - - 10 14,115.0,156.0,f3e2,quiet,30,0.050832,41.0,0
r3k3/pbpp1prp/4pq2/8/2P1P3/2N2N2/P1nPQP1P/5K1R w q - 1 12,-339.0,-374.0,h2h4,quiet,23,0.020337,35.0,0
4r1k1/2pq2p1/1p1p1p2/7r/p2N1B1P/2PQ2K1/P7/6R1 b - - 1 26,362.0,241.0,h5c5,quiet,18,0.089160,121.0,0
2rr2k1/2q1bp2/1nB1p1p1/pP5p/P2P1P2/2P3P1/1B2Q2P/R4R1K b - - 7 26,-109.0,-137.0,h5h4,quiet,24,0.035626,28.0,0
5r1k/1p6/2pB3p/2Pp2pN/p2P2n1/P7/1P2R3/2K5 b - - 0 45,-95.0,-93.0,f8f7,quiet,17,0.002677,2.0,0
2r3k1/5pp1/8/pr1p4/3PnP2/R3P1P1/1PP4P/2K1BR2 b - - 1 26,-85.0,-159.0,b5b6,quiet,19,0.094138,74.0,0
r4rk1/1p3pp1/2n5/1R2p3/pn2P2p/Nb1P1NqP/1P1QB1P1/5R1K w - - 2 18,0.0,-102.0,b5b7,capture,25,0.142713,102.0,0
6k1/6p1/p6p/Pp3R1P/4p2R/4P1P1/1r1r1P2/5K2 b - - 1 31,122.0,13.0,g8h7,quiet,16,0.149995,109.0,0
8/8/8/p7/P1K1nk2/1P6/3p4/3R4 w - - 4 46,237.0,134.0,b3b4,quiet,8,0.112638,103.0,0
2k1rbnr/1b1p2q1/1ppP1p2/pN1B4/P7/2P2Q2/1P4PP/R1B2RK1 b - - 0 16,28.0,97.0,c6d5,capture,25,0.095869,69.0,0
1r1r1b2/5pk1/1pq1pn1p/p1p3p1/P1N5/N1PP2P1/1P2QP1P/3RR1K1 w - - 12 22,46.0,92.0,a3b5,quiet,26,0.063573,46.0,0
2r2rk1/p2b2bp/2n1p3/2qp1pB1/8/P1P3P1/2N1PPBP/1R1Q1RK1 w - - 1 16,86.0,81.0,b1b7,quiet,25,0.006795,5.0,0
2r5/1kp5/p1R1p2r/Bp1P4/7b/P3P3/1P2K3/7R w - - 1 28,181.0,204.0,c6e6,capture,16,0.024704,23.0,0
r1bqkb1r/1pp5/p2p1n2/3Pnp1p/2P1p3/NP2P2R/PB1NBPP1/R2QK3 w Qkq - 3 9,106.0,69.0,d1c2,quiet,30,0.049969,37.0,0
r2qk2r/p3bpp1/3pbn1p/1pp1p3/3nP3/PP1PN1PP/1BPN1PB1/R2QK2R b KQ - 1 11,-41.0,-19.0,d8b6,quiet,32,0.031415,22.0,0
2b5/8/5k2/2r3p1/3N1p1p/5P2/3R2PK/8 w - - 8 50,-248.0,-175.0,d2d1,quiet,11,0.074020,73.0,0
k1r5/P3Rp2/5q2/p6p/5B2/3Q4/6PK/8 b - - 0 47,-325.0,103.0,f6e7,capture,12,0.510590,428.0,0
8/8/1pn2pkP/2p1p3/P7/4BP2/6K1/8 w - - 1 48,15.0,-92.0,f3f4,quiet,11,0.150962,107.0,0
rb4k1/2p4p/2p1q3/P1PpP1p1/Q2P1p2/P1B5/6PP/5R1K b - - 0 27,-180.0,-170.0,b8a7,quiet,21,0.011279,10.0,0
r4rk1/p2p1pp1/1p1P3p/2p1P3/2Pn1P1q/8/PP1Q3P/2KR1B1R w - - 1 13,15.0,61.0,c1b1,quiet,24,0.065322,46.0,0
r4rk1/1pp2ppp/2n2q2/p2p4/8/1PbQP1PP/PBP5/2KR1B2 w - - 0 14,-320.0,-201.0,b2c3,capture,24,0.102397,119.0,0
1r5r/p2b1kp1/B7/2R4p/3B1bp1/8/P4P1P/4R1K1 b - - 4 22,-60.0,-17.0,d7e6,quiet,17,0.061053,43.0,0
1r5k/p7/6B1/2ppp2P/7B/5r2/P7/6RK w - - 2 34,115.0,-3.0,h4g3,quiet,13,0.164025,118.0,0
3b2k1/1p4q1/3Q4/pN1p2p1/Pn1P4/5P2/1P3B2/6K1 b - - 8 37,22.0,-46.0,g7f6,quiet,16,0.097434,68.0,0
1k1r3r/p2q2p1/bp1pp2p/1N1p4/P4P2/1P6/2PPQ2P/1K1R3B b - - 0 17,218.0,220.0,d8f8,quiet,23,0.001981,2.0,0
r1b2rk1/2q2np1/p2p1nR1/1p2p3/3PP3/4QN2/PPN2P2/2KR1B2 w - - 1 17,-3.0,108.0,d4e5,capture,24,0.154922,111.0,0
4r1k1/3r1pp1/1q5p/3Pp3/p7/1P1Q1PP1/P4RKP/3R4 w - - 0 32,-42.0,178.0,b3a4,capture,19,0.296028,220.0,0
8/4b3/1pk5/8/1P3n2/N1P5/2K5/8 w - - 7 50,-192.0,-272.0,c2b3,quiet,8,0.075937,80.0,0
r1b1k3/2p2rp1/p3p2p/4np2/4n3/BP1B3P/P4PP1/3RK2R w Kq - 0 15,-301.0,-200.0,e1g1,quiet,22,0.090010,101.0,0
2r1kb1r/p3pppp/p1pp4/6qP/3N4/1P2PQ2/P1PN2P1/4K2R w Kk - 2 16,-198.0,-121.0,e1g1,quiet,24,0.090221,77.0,0
8/5p2/4k1b1/1P2n3/8/P1K1N3/8/8 w - - 3 37,-206.0,-158.0,a3a4,quiet,8,0.053093,48.0,0
r1b2kr1/pp3p1p/8/5p2/5q2/1P2p3/P3Q1R1/5RK1 b - - 2 24,556.0,659.0,g8g2,capture,17,0.017123,103.0,0
r4rk1/p3nbpp/1p1q1p2/2p5/3pP3/P2N2RN/1PP1Q1PP/1K5R b - - 5 18,-10.0,104.0,e7c6,quiet,25,0.159740,114.0,0
5kn1/p2r4/1p2p1pp/1P3p2/2PP4/3P3P/n1KB1P1P/5B1R b - - 2 20,-155.0,-240.0,a7a6,quiet,21,0.089885,85.0,0
2r1k2r/3p2p1/p3ppb1/Q7/2PNPbpP/1R6/P5P1/R5K1 w k - 0 22,306.0,320.0,a5a6,capture,21,0.009798,14.0,0
r5kr/2qb1pp1/2pb1n2/1p1p2Bp/p2P4/2NB1Q2/2P2PPP/1R2R1K1 w - - 0 16,-97.0,-72.0,g5f6,capture,26,0.033919,25.0,0
rn1qk2r/p1p5/1p2p1pp/3b1p2/P1pPnP2/2B1PN2/1P2B1PP/R2Q1RK1 b kq - 3 10,-50.0,-58.0,e4c3,capture,29,0.011239,8.0,0
4R3/kpn5/pN3r1n/P1KP4/5p2/5P1B/1P6/8 w - - 14 56,466.0,674.0,e8c8,quiet,15,0.043777,208.0,0
1Rnr2k1/1R3bp1/p4r2/q4p1p/P1p2QnP/2p2BP1/P3P3/2B2NK1 w - - 0 27,-13.0,-54.0,b7c7,quiet,25,0.058393,41.0,0
1rq1kb1r/p3pppp/3p4/2n5/N2N4/6PP/1PP1PPK1/R2Q1R2 b k - 0 11,-38.0,9.0,c8c7,quiet,24,0.067419,47.0,0
3rb3/1p4k1/2n1Bn1p/p3p1p1/3pP3/1P3N1P/P4PP1/2B1R1K1 w - - 3 23,7.0,8.0,a2a3,quiet,22,0.001438,1.0,0
r5k1/5p2/2p3p1/p1B5/4P2p/5B1P/Nr3PP1/2R3K1 b - - 0 28,-142.0,-94.0,b2a2,capture,17,0.061618,48.0,0
8/8/1P6/3NR3/6pk/1r4p1/6K1/8 w - - 1 49,186.0,231.0,e5e2,quiet,8,0.046068,45.0,0
5k2/R7/3r4/5KP1/8/p7/8/8 b - - 9 50,-89.0,-63.0,d6d3,quiet,6,0.035668,26.0,0
r2qk1r1/pb3pbp/1p2p2p/2p4Q/1nPP1PPP/P1NP3R/1P2N3/2KR1B2 b q - 0 10,-122.0,-134.0,c5d4,capture,29,0.015121,12.0,0
2kr4/pp1b3p/1q1b1Qn1/3pp3/5p2/N1PB4/PP4PP/R1B2R1K w - - 4 16,329.0,266.0,f6g7,quiet,24,0.047012,63.0,0
r1b1k1nr/ppp2p2/n1q3p1/4P3/1bP5/3PPN2/P3K1Bp/R1BQ3R w kq - 0 12,-229.0,-281.0,c1b2,quiet,26,0.045572,52.0,0
2nk3r/3b1p2/2p3p1/1prp2Pp/3N1K1P/3B1P2/3R4/R7 b - - 1 36,369.0,287.0,h8f8,quiet,19,0.054052,82.0,0
r6r/p3nkp1/4Np2/n7/Pp5p/1P6/1BP1B1PP/1K1R1R2 w - - 8 27,596.0,636.0,e6g7,capture,21,0.006285,40.0,0
8/4pk2/1r3p1p/3RP1pP/6P1/5P2/4PK2/8 w - - 1 30,124.0,230.0,e5f6,capture,13,0.118604,106.0,0
3k4/7p/rp1P1p2/1R6/4p3/bB2P2P/1r6/K2R4 w - - 1 31,-4.0,-146.0,h3h4,quiet,15,0.192802,142.0,0
8/4k3/8/7r/5p2/8/5K2/R7 w - - 2 72,-142.0,-32.0,f2f3,quiet,5,0.147766,110.0,0
8/2B2k2/5n2/6R1/3N4/1P1n2P1/P5K1/4r3 b - - 2 28,-358.0,-314.0,e1d1,quiet,11,0.027973,44.0,0
2kr4/1pp1bp2/6p1/pR2P3/7p/P4q2/2Q2P1K/6R1 b - - 1 28,284.0,316.0,e7a3,capture,17,0.023620,32.0,0
r1r3k1/5pp1/1Rn2n1p/1Nppbq2/5P2/3P4/1P4BP/2BQ1RK1 b - - 0 20,90.0,186.0,e5b8,quiet,23,0.118031,96.0,0
r1br2k1/1p3pb1/q6p/P2nNp2/3p4/6P1/1Q1B1PBP/R3R1K1 w - - 0 29,-71.0,15.0,b2d4,capture,23,0.122352,86.0,0
8/k7/2b5/1p4P1/p2R4/4R3/6r1/4K3 w - - 4 47,130.0,134.0,d4d6,quiet,9,0.004999,4.0,0
3qk2r/r3npp1/2n2b2/1B1N3p/1P2p3/P3P2P/1B3P1P/R2QK2R b Qk - 0 12,-68.0,-13.0,f6b2,capture,24,0.077929,55.0,0
1r6/8/B7/6R1/3k4/4n2P/5p2/7K w - - 1 50,-208.0,-267.0,h3h4,quiet,8,0.054973,59.0,0
rq2k2r/p2b1ppp/n7/1Nb5/2P1P2P/8/PP4P1/R1BQKB1R b KQkq - 0 14,30.0,249.0,b8g3,quiet,24,0.264358,219.0,0
3rr1k1/p4pp1/3n3p/2N5/1P6/P4Q1P/2q2PP1/3R1BK1 w - - 2 28,116.0,-1.0,f1d3,quiet,19,0.162438,117.0,0
